shop_name,shop_address,shop_official
"
            
            牛しゃぶ牛すき食べ放題 但馬屋 新越谷VARIE店
            
            
          ",埼玉県越谷市南越谷1-11-4 新越谷VARIE 5F,
"
            
            居酒屋 天の太助 越谷店
            （ぎゅうたん てんのたすけ）
            
          ",埼玉県越谷市弥生町3-41,"
                    https://www.instagram.com/ten.no.tasuke/
"
"
            
            隠れ家個室居酒屋 隠れ坊 南越谷店
            
            
          ",埼玉県越谷市南越谷1-22-1 ホテルサンオーク B1F,"
                    https://www.instagram.com/kakurebou/
"
"
            
            カルネヴァーレ シータ
            （CARNEVALE THETA）
            
          ",埼玉県所沢市東住吉5-10 1F,"
                    https://www.instagram.com/carnevaletheta
"
"
            
            M's Rou
            （エムズロウ）
            
          ",埼玉県さいたま市浦和区仲町2-10-15 ＬＡＰＵＴＡ　Ｖ　1Ｆ,"
                    https://www.instagram.com/urawa_msrou
"
"
            
            あじめん浦和店
            
            
          ",埼玉県さいたま市浦和区仲町1-1-13 浦和駅前ビル2階,"
                    https://www.instagram.com/ajimen.urawa/
"
"
            
            酒菜や MARUICHI
            （【旧店名】居酒屋　酒菜や）
            
          ",埼玉県新座市東北2-31-6 第一福島ビル2F,
"
            
            個室アクアリウムダイニング ドイストーリー 川口店
            
            
          ",埼玉県川口市栄町3-8-15,
"
            
            牛タン専門×ユッケ寿司 全席個室居酒屋 うま囲 浦和駅西口店
            
            
          ",埼玉県さいたま市浦和区仲町1-10-1 PORAMビル 4F,"
                    https://www.instagram.com/umai_urawa_w/
"
"
            
            隠れ家的 個室ビストロ ヴァンエール
            
            
          ",埼玉県さいたま市浦和区仲町1-2-14 関ビル 3F,"
                    https://www.instagram.com/kakurevanale
"
"
            
            いちげん 南越谷店
            
            
          ",埼玉県越谷市南越谷4-3-1,
"
            
            吉草
            （きっそう）
            
          ",埼玉県さいたま市大宮区宮町3-1-7 ＨＳビル　１Ｆ,
"
            
            創作酒庵 彩蔵 大宮
            
            
          ",埼玉県さいたま市大宮区仲町2-43-1 COMO大宮ビル 4F,
"
            
            KANSAI 行田店
            
            
          ",埼玉県行田市行田20-8,"
                    https://www.instagram.com/kansai_official/?igshid=6pmu9gsp92dr
"
"
            
            魚八＆串八珍 大宮東口店
            （うおはち）
            
          ",埼玉県さいたま市大宮区宮町1-97-2 フタバビル　１Ｆ,
"
            
            韓国料理 縁
            （【旧店名】李朝）
            
          ",埼玉県さいたま市中央区上落合2-4-4,
"
            
            ,CA Wine Farm
            （シーエーワインファーム）
            
          ",埼玉県さいたま市南区南浦和2-28-12 カトウビル1F,"
                    https://www.instagram.com/cawinefarm/
"
"
            
            昔ばなし 土佐宿毛館
            （ムカシバナシ）
            
          ",埼玉県志木市本町5-21-21 ウエストウッドビル　2F,
"
            
            酒縁 東家
            
            
          ",埼玉県所沢市久米551-3 東亜東口ビル B1F,
"
            
            いろはにほへと 大宮西口店
            
            
          ",埼玉県さいたま市大宮区桜木町1-5-7 ホームリィ５ビル　６Ｆ,
"
            
            ひびき庵 別館 東松山駅前3号店
            
            
          ",埼玉県東松山市箭弓町1-12-11 糀屋ビル 1F,
"
            
            九州 熱中屋 川口駅前 LIVE
            
            
          ",埼玉県川口市栄町3-1-16 川口共同ビル 8Ｆ,"
                    https://www.instagram.com/necchuya/
"
"
            
            七輪焼肉 安安 所沢駅前店
            
            
          ",埼玉県所沢市日吉町9-21 第65東京ビル 2F,
"
            
            完全個室 傳 アクアルーム 大宮
            （DEN）
            
          ",埼玉県さいたま市大宮区仲町2-43-1 COMO大宮ビル 3F-A,
"
            
            個室で肉バル お肉で宴会 所沢プロぺ通り店
            （【旧店名】完全個室 居酒屋 肉十八）
            
          ",埼玉県所沢市日吉町8-5 フジノビル 3F,
"
            
            炭火焼鳥 鶏の吉助 川越店
            
            
          ",埼玉県川越市脇田本町14-37 Mビル 3F,
"
            
            紫貴苑
            
            
          ",埼玉県川口市西川口1-23-7 中村ビル1F,
"
            
            鰓呼吸 大宮一番街
            
            
          ",埼玉県さいたま市大宮区宮町1-51-2,
"
            
            七輪焼肉 安安 春日部店
            
            
          ",埼玉県春日部市大沼4-22-1,
"
            
            いちげん 新座店
            （イチゲン）
            
          ",埼玉県新座市野火止5-3-11,
"
            
            ラ ココリコ 浦和店
            （LA COCORICO）
            
          ",埼玉県さいたま市浦和区仲町1-2-3,
"
            
            1秒卓上ハイボールともつ焼き けむり 浦和本店
            
            
          ",埼玉県さいたま市浦和区高砂1-14-10 3F,
"
            
            秋ヶ瀬庵
            （あきがせあん）
            
          ",埼玉県さいたま市中央区新都心3-2 ラフレさいたま　２Ｆ,
"
            
            大阪焼肉・ホルモンふたご 本川越店
            
            
          ",埼玉県川越市新富町1-19-5,"
                    https://www.instagram.com/yakinikufutago.official
"
"
            
            東鮨　新店
            
            
          ",埼玉県さいたま市大宮区大門町1-14,"
                    https://www.instagram.com/東鮨新店
"
"
            
            とらぬ狸
            （ とらぬたぬき）
            
          ",埼玉県さいたま市大宮区仲町1-1 ムサシビル　２Ｆ,"
                    https://www.instagram.com/toratanu_vin/?hl=ja
"
"
            
            CONA  所沢店
            （コナ）
            
          ",埼玉県所沢市日吉町10-19,
"
            
            千の庭 川口店
            （せんのにわ）
            
          ",埼玉県川口市栄町3-1-16 川口共同ビル　８Ｆ,
"
            
            炙り焼肉寿司 ろくもん 浦和本店
            （六門）
            
          ",埼玉県さいたま市浦和区高砂2-14-17 日建第二高砂ビル 2F,"
                    https://www.instagram.com/rokumonurawa
"
"
            
            朱苑 浦和高砂店
            （シュエン）
            
          ",埼玉県さいたま市浦和区高砂2-2-1,
"
            
            イルキャンティ ドマーニ 新所沢店
            
            
          ",埼玉県所沢市緑町4-1-22 エールプラザ新所沢 104,
"
            
            茶房ズ
            （ChaBou's）
            
          ",埼玉県川越市南通町14-16 Ｙ’ｓＧａｒｄｅｎ 1F,
"
            
            やきとりの扇屋 南越谷駅前店 
            
            
          ",埼玉県越谷市南越谷1-23-1,
"
            
            備長扇屋 鶴ヶ島店
            
            
          ",埼玉県鶴ヶ島市脚折町6-35-19,
"
            
            肉創作と仙台牛一頭買い焼肉 ばくふ 大宮店
            
            
          ",埼玉県さいたま市大宮区大門町1-6,
"
            
            やきとりの扇屋 武蔵浦和店
            
            
          ",埼玉県さいたま市南区沼影1-15-12,
"
            
            イタリアンバルパステル 八潮南店
            
            
          ",埼玉県八潮市大瀬5-1-12,
"
            
            天平苑
            （【旧店名】平城苑）
            
          ",埼玉県さいたま市岩槻区府内1-7-3,
"
            
            高麗房
            （コウライボウ）
            
          ",埼玉県さいたま市大宮区北袋町2-424,
"
            
            季節料理 和色
            
            
          ",埼玉県さいたま市大宮区大門町2-4 小倉ビル 1F,"
                    https://www.instagram.com/oomiya_washoku
"
"
            
            やきとりの扇屋 羽生西店
            
            
          ",埼玉県羽生市西3-21-6,
"
            
            Hakurai-Tei
            （ハクライテイ）
            
          ",埼玉県川口市芝新町8-17 奥田ビル　２Ｆ,
"
            
            あげぱん カフェ&バー 狭山店
            
            
          ",埼玉県狭山市入間川3-10-2,"
                    https://www.instagram.com/agepancafe0907/
"
"
            
            frank 食堂酒場
            
            
          ",埼玉県越谷市北越谷2-24-22,
"
            
            ASIAN RESTAURANT &BAR HALKA
            
            
          ",埼玉県さいたま市浦和区高砂3-5-7 高砂建物ビル 1F,
"
            
            ローマピザとチーズのバル ConeYaki-048
            （コネヤキ ゼロヨンハチ）
            
          ",埼玉県さいたま市大宮区大門町3-197,"
                    https://www.instagram.com/coneyaki048
"
"
            
            焼肉ココロ 深谷店
            
            
          ",埼玉県深谷市東方町2-24-17,"
                    https://www.instagram.com/cocoro.hakoda/?hl=ja
"
"
            
            RRainbow ららぽーと新三郷店
            
            
          ",埼玉県三郷市新三郷ららシティ3-1-1 ららぽーと新三郷 2F,
"
            
            味蔵
            
            
          ",埼玉県東松山市箭弓町2-6-44,
"
            
            ブッシュウィック グリル さいたま新都心店
            
            
          ",埼玉県さいたま市大宮区吉敷町4-263-1 コクーンシティ コクーン2 1F,
"
            
            上海小龍包 石庫門 ルミネ大宮店
            
            
          ",埼玉県さいたま市大宮区錦町630 ルミネ大宮店  ルミネ2 4Ｆ,
"
            
            くいもの屋 わん 春日部店
            
            
          ",埼玉県春日部市中央1-1-13 武州ビル　Ｂ１Ｆ,
"
            
            ステーキ＆ハンバーグ専門店 肉の村山 草加マルイ店
            
            
          ",埼玉県草加市高砂2-9-1 草加マルイ 8F,
"
            
            七伍
            
            
          ",埼玉県さいたま市大宮区下町1-40 1A-2F,
"
            
            やきとり家すみれ 浦和店
            
            
          ",埼玉県さいたま市浦和区仲町1-3-2,
"
            
            中国料理 四海聚
            
            
          ",埼玉県深谷市東方町2-10-11,
"
            
            イタリア食堂 テラマーテル
            
            
          ",埼玉県春日部市中央2-1-20,
"
            
            ビアザウルス 本川越店
            
            
          ",埼玉県川越市新富町2-7-5 花田ビル2F,"
                    https://www.instagram.com/beer_saurus.honkawagoe/
"
"
            
            焼肉 ブリッヂ エキアプレミエ和光店
            
            
          ",埼玉県和光市本町4-6 エキアプレミエ和光 3F,
"
            
            鉄板 せきね
            
            
          ",埼玉県さいたま市大宮区仲町1-60 アイスビル 4F,
"
            
            Ginger’s Beach Omiya
            
            
          ",埼玉県さいたま市大宮区桜木町1-401-1 カンデオホテルズ大宮 1F,
"
            
            魚菜 日本橋亭 南越谷店
            （ぎょさい にほんばしてい）
            
          ",埼玉県越谷市南越谷2-2-12 コアーズビル 2F,
"
            
            倫
            （ToMo）
            
          ",埼玉県吉川市木売1-9-12 STビル 3F,"
                    https://www.instagram.com/tomo_lounge_dining/
"
"
            
            炭火串焼台所ちっきん はなれ 大宮西口店
            
            
          ",埼玉県さいたま市大宮区桜木町1-182-1 エルミタージュサクラギ 1F,
"
            
            CHINCHOGE CAFE/BAR
            （チンチョウゲ）
            
          ",埼玉県川越市脇田町4-16 平和ビル 2F,"
                    https://www.instagram.com/chinchoge_/
"
"
            
            やきとり家 すみれ 所沢店
            
            
          ",埼玉県所沢市東町12-2,
"
            
            ビアザウルスJURA
            （ジュラ）
            
          ",埼玉県川越市菅原町22-2 第２ＭＳビル　２Ｆ,"
                    https://www.instagram.com/beersaurusjura/
"
"
            
            JAHAN 蒲生旭町店
            （ジャーハン）
            
          ",埼玉県越谷市蒲生旭町1-50,
"
            
            彩懐石 うらわ高砂
            
            
          ",埼玉県さいたま市浦和区高砂1丁目14-2,
"
            
            Italian Kitchen VANSAN 北浦和店
            
            
          ",埼玉県さいたま市浦和区北浦和4-3-4 1F,"
                    https://www.instagram.com/italian_kitchen_vansan/
"
"
            
            KOEDOイタリアン ルーチェ
            
            
          ",埼玉県川越市新富町1-1-11 信富イハラビル 1F,"
                    https://www.instagram.com/koedo_italian_luce
"
"
            
            新晨美食坊
            （シンシンビショクボウ）
            
          ",埼玉県さいたま市南区別所7-1-16,
"
            
            上海喰酒場 酔拳
            （シャンハイクイサカバ スイケン）
            
          ",埼玉県熊谷市筑波2-49-12 ウイングコート　２Ｆ,"
                    https://www.instagram.com/suiken1
"
"
            
            くいもの屋わん 熊谷店
            
            
          ",埼玉県熊谷市筑波2-49 五大ビル 5F,
"
            
            くいもの屋 わん 上福岡店
            
            
          ",埼玉県ふじみ野市上福岡1-7-3 上福岡アサヒビル　５Ｆ,
"
            
            あげぱん カフェ&バー 日高店
            （あげぱん cafe&bar）
            
          ",埼玉県日高市大字鹿山223-5,"
                    https://www.instagram.com/agepancafe0907/
"
"
            
            スパイシーベジーカレー
            （Spicy Veggy Currey）
            
          ",埼玉県熊谷市筑波3-112-1,"
                    https://www.instagram.com/spicy.veggy.curry?igshid=1j9gkpentzqqf
"
"
            
            京鼎樓 アトレ浦和店
            （ジンディンロウ）
            
          ",埼玉県さいたま市浦和区高砂1-16-12 アトレ浦和 West Area 3F,
"
            
            RRainbow ららぽーと富士見
            （ダブルレインボー）
            
          ",埼玉県富士見市山室1-1313 ららぽーと富士見 3F,
"
            
            清香園 与野本町店
            （セイコウエン）
            
          ",埼玉県さいたま市中央区鈴谷9-5-13,"
                    https://www.instagram.com/yakiniku.seikouen
"
"
            
            Pizzeria Sciosciammocca
            
            
          ",埼玉県朝霞市本町2-19-12 朝霞ニュ-ハイツ102,"
                    https://www.instagram.com/pizzeriasciosciammocca
"
"
            
            旬肴酒家 どん呑 蓮田店
            （シュンコウシュカドンドン）
            
          ",埼玉県蓮田市東6-2-3,
"
            
            昔ばなし ふじみ野商店街
            （ムカシバナシ）
            
          ",埼玉県富士見市ふじみ野西1-20-2 第7松本ビル　3F,
"
            
            宴
            
            
          ",埼玉県秩父市下吉田2260-3,
"
            
            昭和堂
            （ショウワドウ）
            
          ",埼玉県本庄市駅南2丁目12-1 2F,
"
            
            ピッツェリア オオサキ2 川口店
            （ピッツェリア オオサキ ドゥエ）
            
          ",埼玉県川口市芝2-26-38,
"
            
            CP RESTAURANT
            （シーピーレストラン）
            
          ",埼玉県所沢市北中2-153-2,"
                    https://www.instagram.com/cp_restaurant/
"
"
            
            心味処神邉
            （カンベ）
            
          ",埼玉県狭山市柏原3258-5,
"
            
            虎門
            
            
          ",埼玉県草加市住吉1-6-10,"
                    https://www.instagram.com/toramon_soka
"
"
            
            串カツ田中 大宮店
            
            
          ",埼玉県さいたま市大宮区宮町1-77,
"
            
            沖縄ダイニング 琉歌 大宮東口店
            （リュウカ）
            
          ",埼玉県さいたま市大宮区宮町1-47 一番ビル　２Ｆ,
"
            
            縁
            （エニシ）
            
          ",埼玉県久喜市久喜中央2-9-34 中央ビル 203,"
                    https://www.instagram.com/enishi_kuki/
"
"
            
            酒とろばた焼 うなり
            
            
          ",埼玉県さいたま市大宮区桜木町1-8-2 NKビル B1F,"
                    https://www.instagram.com/unari0401omiya
"
"
            
            勇寿司本店
            （いさむすしほんてん）
            
          ",埼玉県さいたま市浦和区東仲町1-16,
"
            
            芳醇煮干 麺屋 樹
            （ホウジュンニボシメンヤ いつき）
            
          ",埼玉県志木市本町5-23-1,
"
            
            レモン サワー スタンド ヨシダ 蕨店
            （LEMON SOUR STAND YOSHIDA）
            
          ",埼玉県川口市芝新町8-25 奥田ビル B1F,"
                    https://www.instagram.com/lemonsourstandyoshida/
"
"
            
            和食とおでん 真路n
            （マロン）
            
          ",埼玉県さいたま市浦和区高砂2-2-1 ほしみつビル 6F,"
                    https://www.instagram.com/oden.maron
"
"
            
            美家古鮨
            （ミヤコズシ）
            
          ",埼玉県さいたま市浦和区高砂1-5-11 １階,
"
            
            ヤキトリ酒場 武州屋
            
            
          ",埼玉県川越市脇田本町6-8 栄光ビル 2F,
"
            
            ZA座
            （ザザ）
            
          ",埼玉県志木市本町5-25-20 ムクロジュビル　２F,
"
            
            串頂マルコ
            （【旧店名】いただき）
            
          ",埼玉県越谷市南越谷1-20-6 高木ビル 2F,
"
            
            うどん処 おはな
            
            
          ",埼玉県朝霞市西弁財1-10-25 第一保ビル　１F,
"
            
            ブールマニエ
            （ぶーるまにえ）
            
          ",埼玉県越谷市赤山町2-63-1,
"
            
            クーネルベーカリー
            （KU~NERUbakery）
            
          ",埼玉県さいたま市浦和区東高砂町9号20番 岸ビル1F,
"
            
            中華そば 四つ葉
            
            
          ",埼玉県比企郡川島町伊草298-20,
